payment_type,profit_per_order,sales_per_customer,category_id,category_name,customer_city,customer_country,customer_id,customer_segment,customer_state,customer_zipcode,department_id,department_name,latitude,longitude,market,order_city,order_country,order_customer_id,order_date,order_id,order_item_cardprod_id,order_item_discount,order_item_discount_rate,order_item_id,order_item_product_price,order_item_profit_ratio,order_item_quantity,sales,order_item_total_amount,order_profit_per_order,order_region,order_state,order_status,product_card_id,product_category_id,product_name,product_price,shipping_date,shipping_mode,label,late_risk,on_time,day_for_shipping,order_date_count,shipping_date_count
PAYMENT,41.473984,129.99,18.0,Men's Footwear,Caguas,Puerto Rico,7008.7993,Consumer,PR,725.0,4.0,Apparel,18.227625,-66.37059,Africa,Jartum,Sudan,6961.1973,2017-02-09,50199.055,403.0,0.0,0.0,122890.4,129.99,0.29058096,1.0,129.99,128.69,40.828926,North Africa,Khartoum,PENDING_PAYMENT,403.0,18.0,Nike Men's CJ Elite 2 TD Football Cleat,129.99,2017-02-18,Standard Class,-1,0,1,9,5,17
TRANSFER,-8.041512,147.59726,24.0,Women's Apparel,Opelousas,EE. UU.,9574.605,Corporate,CA,91728.664,5.0,Golf,34.15406,-118.457504,Europe,Akure,Iraq,9674.894,2015-08-01,14501.549,502.0,6.5,0.04,37070.598,50.0,0.0,3.0,150.0,145.90941,-11.7867565,Western Europe,North Holland,PENDING,502.0,24.0,Nike Men's Dri-FIT Victory Golf Polo,50.0,2015-09-22,First Class,1,1,0,52,25,14
DEBIT,22.088276,81.87791,9.0,Cardio Equipment,Denton,EE. UU.,202.00482,Consumer,NV,60099.68,3.0,Footwear,18.296717,-106.59169,LATAM,Igurusi,Cuba,200.44556,2015-04-29,9206.903,191.0,19.5,0.18,22765.94,99.99,0.29,1.0,99.99,80.0,21.879997,Caribbean,Parana,COMPLETE,191.0,9.0,Nike Men's Free 5.0+ Running Shoe,99.99,2015-06-02,Second Class,1,1,0,34,23,15
DEBIT,127.93865,363.98,45.0,Fishing,Caguas,Puerto Rico,851.21136,Home Office,PR,725.0,7.0,Fan Shop,18.228386,-66.04173,USCA,Tianjin,United States,811.937,2016-05-30,36648.79,1004.0,35.9565,0.1,94670.07,399.98,0.35,1.0,399.98,363.98,123.58781,East of USA,Ohio,COMPLETE,1004.0,45.0,Field & Stream Sportsman 16 Gun Fire Safe,399.98,2016-11-15,Standard Class,0,0,0,169,17,14
CASH,12.346135,37.49,29.0,Shop By Sport,Brooklyn,EE. UU.,436.81,Consumer,NY,11385.963,5.0,Golf,40.64069,-75.54775,Africa,Port Harcourt,Nigeria,440.6294,2016-10-08,45301.44,627.0,2.5,0.06,111134.99,39.99,0.3,1.0,39.99,37.657574,13.986868,West Africa,Rios,CLOSED,627.0,29.0,Under Armour Girls' Toddler Spine Surge Runni,39.99,2016-10-19,Standard Class,-1,0,1,11,9,21
TRANSFER,117.55611,245.96344,17.0,Cleats,Rancho Cordova,EE. UU.,10690.895,Corporate,DC,1899.4641,4.0,Apparel,39.976013,-74.04671,Europe,Venice,Spain,10725.289,2015-03-29,17098.707,365.0,62.48,0.2,43215.977,59.99,0.47,5.0,299.95,248.96062,117.88904,Southern Europe,Wales,PENDING,365.0,17.0,Perfect Fitness Perfect Rip Deck,59.99,2015-06-25,Standard Class,-1,0,1,88,33,15
CASH,182.15022,387.98,45.0,Fishing,Tucson,EE. UU.,1651.816,Consumer,GA,40349.844,7.0,Fan Shop,30.529709,-87.82927,LATAM,San Fernando,Mexico,1898.0328,2017-03-04,55313.715,1004.0,8.5,0.02,139419.31,399.98,0.47,1.0,399.98,391.968,180.8226,Central America,Colima,CLOSED,1004.0,45.0,Field & Stream Sportsman 16 Gun Fire Safe,399.98,2017-03-29,Standard Class,1,1,0,25,27,23
DEBIT,9.878688,28.434267,61.627254,Books ,Fort Worth,EE. UU.,17014.71,Consumer,CA,92020.305,8.245659,Book Shop,33.836136,-117.10587,Pacific Asia,Yancheng,China,17513.375,2017-12-12,73696.22,1073.0,7.5,0.18,177497.77,39.99,0.33,1.0,39.75,29.990154,5.3039055,Eastern Asia,Shizuoka,COMPLETE,1349.0,62.0,Sports Books ,39.75,2017-12-17,Standard Class,-1,0,1,5,4,6
DEBIT,21.278234,179.99,48.0,Water Sports,Caguas,Puerto Rico,9720.688,Corporate,PR,725.0,7.0,Fan Shop,18.294159,-66.37061,Europe,Bezerros,France,9725.046,2017-07-20,66177.77,1073.0,16.673761,0.07,165537.67,199.99,0.11,1.0,199.99,188.99,23.048374,Western Europe,Provence-Alpes-Côte d'Azur,COMPLETE,1073.0,48.0,Pelican Sunstream 100 Kayak,199.99,2017-11-18,Second Class,1,1,0,121,20,7
DEBIT,47.240837,97.49,18.0,Men's Footwear,Clementon,EE. UU.,12062.789,Corporate,NC,29970.756,4.0,Apparel,35.182983,-79.88626,Europe,Cancun,Germany,12033.75,2015-05-21,10146.692,403.0,36.0,0.25,24258.723,129.99,0.48,1.0,129.99,96.89927,53.691803,Western Europe,North Rhine-Westphalia,COMPLETE,403.0,18.0,Nike Men's CJ Elite 2 TD Football Cleat,129.99,2015-06-24,Second Class,0,0,0,34,24,16
TRANSFER,-41.280254,290.98,43.0,Camping & Hiking,Toa Baja,EE. UU.,2714.6357,Home Office,TX,78780.445,7.0,Fan Shop,32.794117,-99.18978,Europe,Madrid,Spain,2794.7822,2017-02-16,62089.875,957.0,6.0,0.02,154449.64,299.98,-0.16443622,1.0,299.98,296.98,-48.424934,Southern Europe,Madrid,PENDING,957.0,43.0,Diamondback Women's Serene Classic Comfort Bi,299.98,2017-08-06,Standard Class,1,1,0,171,13,23
TRANSFER,33.55117,97.49,17.0,Cleats,Marietta,Puerto Rico,6249.2495,Home Office,PR,725.0,4.0,Apparel,18.211739,-66.37062,Pacific Asia,Buenos Aires,Chile,5857.423,2016-06-07,31140.238,365.0,26.0,0.2,78268.33,59.99,0.34,2.0,119.98,96.995346,34.289757,US Center ,Alagoas,PROCESSING,365.0,17.0,Perfect Fitness Perfect Rip Deck,59.99,2016-10-06,Second Class,0,0,0,121,14,13
DEBIT,157.62514,327.98,45.0,Fishing,San Benito,EE. UU.,2551.7756,Consumer,CA,92068.24,7.0,Fan Shop,34.049423,-118.60798,Pacific Asia,Whangarei,New Zealand,2785.1343,2015-12-06,32243.096,1004.0,74.99,0.18,81841.305,399.98,0.48,1.0,399.98,319.98,157.57555,Oceania,Elazig,COMPLETE,1004.0,45.0,Field & Stream Sportsman 16 Gun Fire Safe,399.98,2016-05-08,Second Class,1,1,0,154,12,20
DEBIT,1.0911958,452.0385,9.0,Cardio Equipment,Caguas,Puerto Rico,9199.493,Consumer,PR,725.0,3.0,Footwear,18.236618,-66.37063,Pacific Asia,Depok,Indonesia,9080.152,2015-11-27,22411.291,191.0,50.0,0.1,57528.805,99.99,0.06,5.0,499.95,459.72134,1.200879,Southeast Asia,Rio de Janeiro,COMPLETE,191.0,9.0,Nike Men's Free 5.0+ Running Shoe,99.99,2016-01-19,Standard Class,1,1,0,53,12,13
DEBIT,5.940071,9.824755,74.0,Toys,Lancaster,EE. UU.,15769.262,Consumer,MO,79924.95,7.0,Fan Shop,34.261444,-103.33613,Pacific Asia,Bokaro,Australia,16199.633,2017-07-02,71199.82,1361.0,2.0,0.13,173977.64,11.54,0.48,1.0,11.54,9.929459,7.1252627,Oceania,South Australia,COMPLETE,1361.0,73.198746,Toys ,11.54,2017-08-06,First Class,1,1,0,35,23,23
TRANSFER,44.52824,91.04772,46.0,Indoor/Outdoor Games,Caguas,Puerto Rico,7679.0728,Corporate,PR,725.0,7.0,Fan Shop,18.286968,-66.37056,LATAM,Carrefour,Haiti,7709.9893,2015-02-20,7528.3115,1014.0,5.0,0.05,19149.088,49.98,0.47,2.0,99.96,94.5,51.29865,Caribbean,Ouest,PROCESSING,1014.0,46.0,O'Brien Men's Neoprene Life Vest,49.98,2015-05-28,Standard Class,1,1,0,97,12,15
PAYMENT,68.518745,199.17,17.0,Cleats,Caguas,Puerto Rico,6641.3896,Consumer,PR,725.0,4.0,Apparel,18.269142,-66.370605,USCA,Columbus,United States,6426.89,2016-07-04,42112.582,365.0,29.99,0.15,105244.97,59.99,0.34,4.0,239.96,208.77025,72.85496,East of USA,Maine,PENDING_PAYMENT,365.0,17.0,Perfect Fitness Perfect Rip Deck,59.99,2016-09-07,Second Class,0,0,0,65,21,19
CASH,120.632935,383.645,45.0,Fishing,Caguas,Puerto Rico,4141.38,Corporate,PR,725.0,7.0,Fan Shop,18.234583,-65.9868,Pacific Asia,Georgetown,Israel,4416.598,2016-10-12,44058.16,1004.0,26.0,0.05318961,112478.03,399.98,0.34,1.0,399.98,379.98,114.87996,West Asia,Tamil Nadu,CLOSED,1004.0,45.0,Field & Stream Sportsman 16 Gun Fire Safe,399.98,2016-11-10,Standard Class,1,1,0,29,19,9
TRANSFER,187.79497,391.98,45.0,Fishing,Caguas,Puerto Rico,1565.1222,Corporate,PR,725.0,7.0,Fan Shop,18.20249,-66.370544,Europe,Borazjan,United Kingdom,1513.4331,2017-09-01,64971.742,1004.0,5.2,0.01,161586.45,399.98,0.48,1.0,399.98,395.98,187.5119,Northern Europe,England,PENDING,1004.0,45.0,Field & Stream Sportsman 16 Gun Fire Safe,399.98,2017-12-06,Standard Class,1,1,0,96,16,13
DEBIT,-34.40309,168.27603,48.0,Water Sports,Caguas,Puerto Rico,2534.1882,Corporate,PR,725.0,7.0,Fan Shop,18.279205,-66.37053,LATAM,Sao Miguel dos Campos,Brazil,2833.664,2017-05-23,59883.652,1073.0,36.0,0.17,151277.12,199.99,-0.24,1.0,199.99,167.98601,-31.17859,South America,Michoacan,COMPLETE,1073.0,48.0,Pelican Sunstream 100 Kayak,199.99,2017-06-12,First Class,1,1,0,20,18,16
CASH,34.492588,239.98,43.0,Camping & Hiking,San Pablo,EE. UU.,9340.811,Consumer,IL,60622.742,7.0,Fan Shop,41.772594,-90.24895,LATAM,Leon,Mexico,9527.378,2015-06-23,10136.183,957.0,53.27171,0.17,26155.309,299.98,0.16,1.0,299.98,248.98,32.747173,Central America,Guanajuato,CLOSED,957.0,43.0,Diamondback Women's Serene Classic Comfort Bi,299.98,2015-07-05,First Class,-1,0,1,12,16,20
PAYMENT,43.162388,175.96013,48.0,Water Sports,Yauco,Puerto Rico,11953.957,Home Office,PR,689.7802,7.0,Fan Shop,18.203264,-73.29387,Europe,Limoeiro do Norte,France,12077.686,2017-06-20,65093.793,1073.0,24.0,0.12,161556.78,199.99,0.26,1.0,199.99,176.3855,38.52247,Western Europe,Isle of France,PENDING_PAYMENT,1073.0,48.0,Pelican Sunstream 100 Kayak,199.99,2017-10-30,Standard Class,1,1,0,132,12,6
DEBIT,19.110676,52.79,17.0,Cleats,Union City,EE. UU.,6887.996,Corporate,FL,34397.348,4.0,Apparel,26.201832,-79.79629,Africa,Lagos,Nigeria,6802.386,2016-11-08,48458.27,365.0,6.0,0.12,119372.29,59.99,0.35,1.0,59.99,50.577232,22.131056,West Africa,Lagos,COMPLETE,365.0,17.0,Perfect Fitness Perfect Rip Deck,59.99,2016-12-06,Standard Class,0,0,0,28,12,5
DEBIT,0.68869907,9.906872,36.0,Golf Gloves,Garden Grove,EE. UU.,1452.0696,Corporate,TX,78550.37,6.0,Outdoors,32.849415,-96.68731,LATAM,Mexico City,Mexico,1545.5447,2017-02-14,52759.023,821.0,0.0,0.05,133159.55,9.99,0.33,1.0,10.017369,9.826969,1.7097168,Central America,Federal District,COMPLETE,770.5086,36.0,Clicgear Rovic Cooler Bag,9.99,2017-02-26,Second Class,1,1,0,12,11,28
TRANSFER,-210.07043,169.98033,24.0,Women's Apparel,Caguas,Puerto Rico,216.3121,Consumer,PR,725.0,5.0,Golf,18.254898,-53.532413,Europe,Trier,Colombia,233.7798,2016-09-17,45018.17,502.0,30.409727,0.16,112371.22,50.0,-1.5389766,4.0,200.0,167.99504,-196.44984,West Asia,Sofia,PROCESSING,502.0,24.0,Nike Men's Dri-FIT Victory Golf Polo,50.0,2016-11-05,Standard Class,-1,0,1,49,28,8
PAYMENT,-20.498629,30.124495,75.0,Video Games,Ypsilanti,EE. UU.,20506.613,Home Office,TX,78202.89,9.0,Discs Shop,33.553795,-97.687836,Pacific Asia,Vignola,China,20542.238,2018-01-28,76943.164,1362.0,8.0,0.18,180220.33,39.99,-0.24,1.0,39.75,32.22924,-12.865837,Eastern Asia,Pays de la Loire,PENDING_PAYMENT,1362.0,75.0,Fighting video games,39.99,2018-01-31,First Class,1,1,0,3,12,8
PAYMENT,97.525024,272.96536,70.65337,Music,Cypress,EE. UU.,17441.234,Consumer,CA,92188.61,7.0,Discs Shop,33.58899,-117.65944,Pacific Asia,Samsun,China,17619.047,2018-01-06,73232.51,1355.122,6.0,0.02,175670.69,299.98,0.36,1.0,299.95,270.16003,94.01077,Eastern Asia,Hainan,PENDING_PAYMENT,1356.5635,68.0,Stiga Master Series ST3100 Competition Indoor,299.98,2018-03-20,Standard Class,1,1,0,73,3,1
TRANSFER,113.354004,254.98,24.0,Women's Apparel,Caguas,Puerto Rico,5277.1187,Consumer,PR,725.0,5.0,Golf,18.261621,-66.37053,Pacific Asia,Scottsdale,Australia,4848.409,2016-01-31,26707.047,502.0,0.0,0.0,67665.21,50.0,0.45,5.0,250.0,248.98,111.716324,Oceania,New South Wales,PENDING,502.0,24.0,Nike Men's Dri-FIT Victory Golf Polo,50.0,2016-03-02,Standard Class,-1,0,1,31,17,12
TRANSFER,39.00455,179.94052,48.0,Water Sports,Caguas,Puerto Rico,6643.5947,Consumer,PR,725.0,7.0,Fan Shop,18.244709,-66.37051,Europe,Venice,United Kingdom,6554.5444,2015-07-29,16054.821,1073.0,18.0,0.09,38542.285,199.99,0.2246002,1.0,199.99,185.98415,39.204075,Northern Europe,England,PENDING,1073.0,48.0,Pelican Sunstream 100 Kayak,199.99,2015-08-05,Standard Class,1,1,0,7,14,17
TRANSFER,39.94527,67.781235,46.0,Indoor/Outdoor Games,West Orange,EE. UU.,9196.327,Consumer,NY,19381.799,7.0,Fan Shop,44.837887,-80.27095,LATAM,Tegucigalpa,Honduras,9390.025,2017-06-30,56853.316,1014.0,25.9995,0.25,141125.83,49.98,0.49,2.0,99.99,74.15365,43.6119,Central America,Francisco Morazan,PROCESSING,1014.0,46.0,O'Brien Men's Neoprene Life Vest,49.98,2018-01-15,Standard Class,1,1,0,199,21,5
DEBIT,-26.326044,42.494373,37.0,Electronics,Caguas,Puerto Rico,8648.8125,Consumer,PR,725.0,6.0,Outdoors,18.032751,-66.370605,LATAM,Mixco,Guatemala,8644.008,2015-01-30,1785.486,776.3458,3.9,0.07,4587.7827,50.0,-0.39883873,1.0,49.98,41.496956,-24.326372,Central America,Guatemala,COMPLETE,824.14874,43.0,Titleist Pro V1x High Numbers Personalized Go,49.98,2015-02-02,First Class,1,1,0,3,10,15
DEBIT,-139.54138,97.49,18.0,Men's Footwear,Caguas,Puerto Rico,5521.349,Home Office,PR,725.0,4.0,Apparel,18.27298,-66.37058,Pacific Asia,Manila,Filipinas,5181.089,2016-01-04,24623.465,403.0,32.5,0.25,60838.926,129.99,-1.5,1.0,129.99,96.96788,-166.42943,Southeast Asia,Capital Nacional,COMPLETE,403.0,18.0,Nike Men's CJ Elite 2 TD Football Cleat,129.99,2016-01-09,First Class,1,1,0,5,19,24
CASH,9.406649,129.99,18.0,Men's Footwear,Caguas,Puerto Rico,12072.46,Corporate,PR,725.0,4.0,Apparel,18.215857,-66.37059,Africa,Kinshasa,Sudan,12108.564,2016-07-15,45143.99,403.0,2.0,0.02,111286.27,129.99,0.06,1.0,129.99,128.69,8.662006,North Africa,Monagas,CLOSED,403.0,18.0,Nike Men's CJ Elite 2 TD Football Cleat,129.99,2016-09-28,Standard Class,-1,0,1,75,17,15
DEBIT,-113.05298,102.12962,18.0,Men's Footwear,Brooklyn,EE. UU.,6969.3135,Home Office,KY,60022.758,4.0,Apparel,35.74503,-98.98998,LATAM,eMbalenhle,Mexico,6702.734,2015-01-30,2468.096,403.0,26.0,0.2,5550.989,129.99,-0.8,1.0,129.99,103.99,-110.65217,Central America,Lublin,ON_HOLD,403.0,18.0,Nike Men's CJ Elite 2 TD Football Cleat,129.99,2015-02-02,Standard Class,-1,0,1,3,10,15
PAYMENT,19.769022,179.97,17.0,Cleats,North Las Vegas,EE. UU.,8064.256,Corporate,CA,91764.164,4.0,Apparel,33.5666,-117.906944,LATAM,San Salvador,El Salvador,7939.5874,2017-10-07,58345.33,365.0,0.0,0.0,144911.56,59.99,0.11,3.0,179.97,187.21625,21.35153,Central America,San Salvador,PENDING_PAYMENT,365.0,17.0,Perfect Fitness Perfect Rip Deck,59.99,2017-12-30,Standard Class,-1,0,1,84,13,5
PAYMENT,13.502226,35.1605,36.0,Crafts,Fort Lauderdale,EE. UU.,4857.865,Corporate,OH,32814.914,6.0,Outdoors,39.140812,-78.46796,LATAM,Loudi,Argentina,4914.0835,2017-01-19,53293.477,795.883,6.5822487,0.15,132795.81,15.99,0.47,2.0,39.75,33.721184,11.449855,South America,Donetsk,PENDING_PAYMENT,805.9699,40.0,Hirzl Men's Hybrid Golf Glove,14.99,2017-02-21,First Class,1,1,0,33,12,12
PAYMENT,-67.54645,193.99,48.0,Water Sports,Silver Spring,EE. UU.,5180.904,Consumer,OH,43229.918,7.0,Fan Shop,41.894848,-82.944626,Europe,Margate,Italy,5194.6777,2015-07-16,13059.496,1073.0,2.6,0.01,32087.82,199.99,-0.2,1.0,199.99,197.37099,-64.02756,Western Europe,Isle of France,PENDING_PAYMENT,1073.0,48.0,Pelican Sunstream 100 Kayak,199.99,2015-08-25,Second Class,1,1,0,40,24,15
TRANSFER,35.88825,100.05648,17.0,Cleats,Caguas,Puerto Rico,6298.7236,Consumer,PR,725.0,4.0,Apparel,18.206219,-66.370544,Europe,Madrid,Spain,6238.539,2015-05-20,17535.264,365.0,21.0,0.18,45162.902,59.99,0.36,2.0,119.98,97.49,32.84586,Southern Europe,Madrid,PENDING,365.0,17.0,Perfect Fitness Perfect Rip Deck,59.99,2015-07-26,Standard Class,-1,0,1,67,15,30
DEBIT,20.920425,49.480286,24.0,Women's Apparel,Kent,EE. UU.,8316.95,Home Office,NY,14218.04,5.0,Golf,41.69104,-74.89363,Europe,Edinburgh,United Kingdom,7995.396,2017-09-08,67524.44,502.0,0.0,0.01,167565.17,50.0,0.45307747,1.0,50.0,48.983685,20.640465,Northern Europe,Scotland,COMPLETE,502.0,24.0,Nike Men's Dri-FIT Victory Golf Polo,50.0,2017-09-16,Standard Class,-1,0,1,8,17,13
DEBIT,-110.93737,331.98,45.0,Fishing,Philadelphia,EE. UU.,10331.598,Corporate,LA,63102.727,7.0,Fan Shop,26.176014,-90.054794,Pacific Asia,Wichita,Japan,10326.288,2015-11-24,24302.053,1004.0,60.0,0.17,61401.24,399.98,-0.24,1.0,399.98,331.98,-116.022415,Eastern Asia,Kilis,COMPLETE,1004.0,45.0,Field & Stream Sportsman 16 Gun Fire Safe,399.98,2015-12-14,Standard Class,1,1,0,20,13,16
PAYMENT,57.16838,127.39,24.0,Women's Apparel,Caguas,Puerto Rico,11072.352,Home Office,PR,725.0,5.0,Golf,18.225985,-66.37061,USCA,Foshan,United States,11136.509,2016-07-11,35941.227,502.0,11.779496,0.09,90392.32,50.0,0.44,3.0,150.0,134.54251,59.171886,US Center ,Illinois,PENDING_PAYMENT,502.0,24.0,Nike Men's Dri-FIT Victory Golf Polo,50.0,2016-07-23,Standard Class,1,1,0,12,15,27
PAYMENT,11.790252,49.07796,46.0,Indoor/Outdoor Games,Caguas,Puerto Rico,3411.6775,Consumer,PR,725.0,7.0,Fan Shop,18.242006,-66.37053,LATAM,Basildon,Guatemala,3434.7954,2016-12-05,50302.766,1014.0,1.8354179,0.04,126321.375,49.98,0.25,1.0,49.98,48.0,11.6501875,West Asia,Alsace-Champagne-Ardenne-Lorraine,PENDING_PAYMENT,1014.0,46.0,O'Brien Men's Neoprene Life Vest,49.98,2017-01-22,Standard Class,0,0,0,48,13,17
TRANSFER,34.144436,191.95503,9.0,Cardio Equipment,Caguas,Puerto Rico,4334.082,Consumer,PR,725.0,3.0,Footwear,18.248714,-66.37062,LATAM,Santo Domingo,Dominican Republic,4284.1143,2015-07-15,13181.497,191.0,2.580519,0.01,33619.45,59.99,0.14,2.0,199.95,191.99,35.498093,Caribbean,Santo Domingo,PROCESSING,191.0,9.0,Nike Men's Free 5.0+ Running Shoe,65.0,2015-08-03,Standard Class,1,1,0,19,29,24
DEBIT,28.584177,172.66025,9.0,Cardio Equipment,Caguas,Puerto Rico,6623.9043,Home Office,PR,725.0,3.0,Footwear,18.238327,-66.37056,Africa,Kinshasa,Democratic Republic of the Congo,6683.994,2017-03-12,53640.53,191.0,32.975784,0.15,134329.28,99.99,0.16,2.0,199.99,169.99055,28.613808,Central Africa,Kinshasa,ON_HOLD,191.0,9.0,Nike Men's Free 5.0+ Running Shoe,99.99,2017-05-12,Standard Class,1,1,0,61,7,14
DEBIT,48.659676,139.28246,18.0,Men's Footwear,Santa Fe,EE. UU.,9865.042,Consumer,OH,43964.082,4.0,Apparel,39.946957,-84.27815,LATAM,Huehuetenango,Mexico,9907.238,2015-02-11,9261.808,403.0,0.0,0.0,22675.746,129.99,0.35,1.0,129.99,130.95206,48.958603,Central America,KwaZulu-Natal,COMPLETE,403.0,18.0,Nike Men's CJ Elite 2 TD Football Cleat,129.99,2015-04-27,First Class,1,1,0,75,14,16
TRANSFER,73.736084,245.98,17.0,Cleats,Caguas,Puerto Rico,10261.408,Corporate,PR,725.0,4.0,Apparel,18.26194,-66.3706,Europe,Villa Canales,Germany,10561.238,2015-01-09,12007.218,365.0,52.0,0.18,29092.803,59.99,0.29,5.0,299.95,239.98952,69.86321,Western Europe,North Rhine-Westphalia,PROCESSING,365.0,17.0,Perfect Fitness Perfect Rip Deck,59.99,2015-01-28,Standard Class,1,1,0,19,11,10
DEBIT,22.411707,41.645565,32.0,Golf Gloves,Santa Maria,EE. UU.,5036.295,Consumer,NY,11236.207,6.0,Outdoors,40.841316,-73.89918,Pacific Asia,Rangoon,Myanmar (Burma),4889.491,2015-09-03,18032.031,774.8898,7.8,0.12,45455.555,9.99,0.47,5.0,47.12589,41.5,19.976473,Southeast Asia,Yangon,ON_HOLD,793.25586,35.2624,Clicgear 8.0 Shoe Brush,9.99,2015-09-09,Second Class,1,1,0,6,19,17
DEBIT,82.84023,254.96758,24.0,Women's Apparel,Cincinnati,EE. UU.,3439.592,Corporate,FL,60614.258,5.0,Golf,32.728077,-87.77956,Pacific Asia,Wuhan,Australia,3631.1455,2015-03-26,17692.436,502.0,4.5,0.02,43445.895,50.0,0.33,5.0,250.0,245.98,85.32331,Oceania,Guatemala,COMPLETE,502.0,24.0,Nike Men's Dri-FIT Victory Golf Polo,50.0,2015-07-17,Standard Class,-1,0,1,113,20,29
PAYMENT,43.845413,128.69,18.0,Men's Footwear,Duluth,EE. UU.,12337.817,Corporate,RI,10470.06,4.0,Apparel,40.38433,-74.01641,LATAM,Tegucigalpa,Honduras,12277.451,2015-05-06,5936.1885,403.0,3.0,0.02,14856.706,129.99,0.35,1.0,129.99,128.69,41.130238,Central America,Francisco Morazan,PENDING_PAYMENT,403.0,18.0,Nike Men's CJ Elite 2 TD Football Cleat,129.99,2015-05-06,Second Class,1,1,0,0,21,15
CASH,30.57917,89.98569,46.0,Indoor/Outdoor Games,Caguas,Puerto Rico,8150.3384,Consumer,PR,725.0,7.0,Fan Shop,18.240616,-66.37054,Europe,Grosseto,United Kingdom,8390.676,2015-07-24,13922.53,1014.0,9.0,0.09,36074.65,49.98,0.35,2.0,99.96,89.9907,33.62363,Northern Europe,England,CLOSED,1014.0,46.0,O'Brien Men's Neoprene Life Vest,49.98,2015-07-24,Second Class,1,1,0,0,21,18
DEBIT,33.593666,260.98,17.0,Cleats,Jonesboro,EE. UU.,4257.749,Corporate,GA,91999.72,4.0,Apparel,42.68638,-117.13614,USCA,Cienfuegos,United States,4239.8013,2016-03-11,33874.56,365.0,41.83034,0.16,86604.1,59.99,0.15,5.0,294.91885,248.98,36.97115,West of USA ,Washington,COMPLETE,365.0,17.0,Perfect Fitness Perfect Rip Deck,59.99,2016-03-29,Standard Class,-1,0,1,18,14,10
TRANSFER,43.879364,94.998604,46.0,Indoor/Outdoor Games,Brooklyn,EE. UU.,5168.4644,Corporate,NY,11204.701,7.0,Fan Shop,40.70818,-73.93152,LATAM,Panama City,Panama,5295.0547,2017-02-02,53969.645,1014.0,5.2,0.06,133271.12,49.98,0.48,2.0,99.96,95.99533,45.653736,Central America,Panama,PROCESSING,1014.0,46.0,O'Brien Men's Neoprene Life Vest,49.98,2017-03-22,Standard Class,-1,0,1,48,10,16
PAYMENT,-371.41708,226.76044,43.0,Camping & Hiking,Caguas,Puerto Rico,1937.8737,Corporate,PR,725.0,7.0,Fan Shop,18.271538,-66.37052,LATAM,Portmore,Jamaica,2143.441,2017-02-19,58427.78,957.0,75.0,0.25,145502.56,299.98,-1.6,1.0,299.98,224.99,-365.36145,Caribbean,Santa Caterina,PENDING_PAYMENT,957.0,43.0,Diamondback Women's Serene Classic Comfort Bi,299.98,2017-04-12,Standard Class,0,0,0,52,22,22
DEBIT,63.48773,169.99367,24.0,Women's Apparel,Fort Worth,EE. UU.,2620.0862,Consumer,AZ,78850.52,5.0,Golf,33.83954,-104.95798,Europe,Huaiyin,Italy,2766.4148,2015-06-05,13288.154,502.0,40.0,0.2,34328.03,50.0,0.39,4.0,200.0,168.4659,62.98899,Southern Europe,San Fernando,COMPLETE,502.0,24.0,Nike Men's Dri-FIT Victory Golf Polo,50.0,2015-08-05,Standard Class,-1,0,1,61,21,17
PAYMENT,15.644656,175.99023,48.0,Water Sports,Caguas,Puerto Rico,7317.537,Corporate,PR,725.0,7.0,Fan Shop,18.281338,-66.370605,LATAM,Medellin,Brazil,7472.273,2015-03-09,4198.175,1073.0,28.0,0.15,10602.181,199.99,0.09,1.0,199.99,169.99,15.792394,South America,Sao Paulo,PENDING_PAYMENT,1073.0,48.0,Pelican Sunstream 100 Kayak,199.99,2015-04-10,Standard Class,1,1,0,32,8,18
CASH,48.0068,481.7207,9.0,Cardio Equipment,Bronx,EE. UU.,2166.6355,Consumer,NY,11228.456,3.0,Footwear,40.87057,-73.868935,Africa,Lviv,Nigeria,2119.7031,2016-06-14,41967.688,191.0,12.5,0.03,103382.93,99.99,0.13,5.0,499.95,487.77725,48.78298,West Africa,Bajo Congo,CLOSED,191.0,9.0,Nike Men's Free 5.0+ Running Shoe,99.99,2016-07-04,Standard Class,1,1,0,20,23,13
DEBIT,39.83895,108.211365,18.0,Men's Footwear,Tucson,EE. UU.,1053.9467,Home Office,CA,92696.33,4.0,Apparel,34.100327,-118.94341,LATAM,Mexico City,Mexico,1089.6105,2015-02-21,3713.9238,403.0,23.4,0.18,9220.349,129.99,0.35,1.0,129.99,106.59,38.462994,Central America,Federal District,ON_HOLD,403.0,18.0,Nike Men's CJ Elite 2 TD Football Cleat,129.99,2015-02-24,Standard Class,-1,0,1,3,18,17
TRANSFER,33.679626,79.97,24.0,Women's Apparel,Caguas,Puerto Rico,12041.234,Home Office,PR,725.0,5.0,Golf,26.161192,-66.370544,USCA,Tangshan,United States,11935.985,2016-06-10,40960.387,502.0,23.99,0.2,101631.445,50.0,0.42,2.0,100.0,77.92708,34.02349,US Center ,Morelos,PENDING,502.0,24.0,Nike Men's Dri-FIT Victory Golf Polo,50.0,2016-07-31,Standard Class,0,0,0,51,25,18
